,False+ve_Rate,True+ve_Rate
0,0.0,0.0
1,0.0,0.004405286343612335
2,0.0,0.013215859030837005
3,0.0012610340479192938,0.013215859030837005
4,0.0012610340479192938,0.09691629955947137
5,0.0025220680958385876,0.09691629955947137
6,0.0025220680958385876,0.12334801762114538
7,0.0037831021437578815,0.12334801762114538
8,0.0037831021437578815,0.14096916299559473
9,0.006305170239596469,0.14096916299559473
10,0.006305170239596469,0.17180616740088106
11,0.007566204287515763,0.17180616740088106
12,0.007566204287515763,0.18502202643171806
13,0.012610340479192938,0.18502202643171806
14,0.012610340479192938,0.19823788546255505
15,0.013871374527112233,0.19823788546255505
16,0.013871374527112233,0.20704845814977973
17,0.015132408575031526,0.20704845814977973
18,0.015132408575031526,0.21145374449339208
19,0.01639344262295082,0.21145374449339208
20,0.01639344262295082,0.21585903083700442
21,0.017654476670870115,0.21585903083700442
22,0.017654476670870115,0.2290748898678414
23,0.021437578814627996,0.2290748898678414
24,0.021437578814627996,0.2511013215859031
25,0.02269861286254729,0.2511013215859031
26,0.02269861286254729,0.2775330396475771
27,0.02395964691046658,0.2775330396475771
28,0.02395964691046658,0.28193832599118945
29,0.02648171500630517,0.28193832599118945
30,0.02648171500630517,0.30837004405286345
31,0.03026481715006305,0.30837004405286345
32,0.03026481715006305,0.31277533039647576
33,0.03278688524590164,0.31277533039647576
34,0.03278688524590164,0.31718061674008813
35,0.03530895334174023,0.31718061674008813
36,0.03530895334174023,0.32158590308370044
37,0.03656998738965952,0.32158590308370044
38,0.03656998738965952,0.32599118942731276
39,0.0416141235813367,0.32599118942731276
40,0.0416141235813367,0.3303964757709251
41,0.04665825977301387,0.3303964757709251
42,0.04665825977301387,0.3392070484581498
43,0.05422446406052964,0.3392070484581498
44,0.05422446406052964,0.3524229074889868
45,0.058007566204287514,0.3524229074889868
46,0.058007566204287514,0.3568281938325991
47,0.06305170239596469,0.3568281938325991
48,0.06305170239596469,0.3656387665198238
49,0.06683480453972257,0.3656387665198238
50,0.06683480453972257,0.3744493392070485
51,0.07944514501891552,0.3744493392070485
52,0.07944514501891552,0.3876651982378855
53,0.08953341740226986,0.3876651982378855
54,0.08953341740226986,0.3920704845814978
55,0.09079445145018916,0.3920704845814978
56,0.09079445145018916,0.3964757709251101
57,0.09331651954602774,0.3964757709251101
58,0.09331651954602774,0.4008810572687225
59,0.09583858764186633,0.4008810572687225
60,0.09583858764186633,0.40969162995594716
61,0.09836065573770492,0.40969162995594716
62,0.09836065573770492,0.4185022026431718
63,0.09962168978562422,0.4185022026431718
